Title,Short Description,Images,Link,Paragraphs,Rating,Ideal Duration,Best Time
26. Matara,"In the Southern Province of Sri Lanka, lies the beach city of Matara. Located 160 km from Colombo, Matara has a stronghold in the teardrop island – in terms of scenic shores, Buddhist temples, a frolicking local life and authentic food.",,https://www.holidify.com/places/matara/,"In the Southern Province of Sri Lanka, lies the beach city of Matara. Located 160 km from Colombo, Matara has a stronghold in the teardrop island – in terms of scenic shores, Buddhist temples, a frolicking local life and authentic food. The name Matara translates to ""Great ferry"" which refers to the large seaport that facilitated immense volumes of trade. The Matara beach and the nearby Polhena beach is a humble abode for the local fisherman and traders. The Buddha temple Sunrise and sunset here are gorgeous sights that reflect simplicity and warmth. You can fly kites, play fun games and gobble some of the freshly cooked fish alongside the shore, and the beach is ever bubbling with life. The roads are immaculately designed to celebrate Dutch architecture. The old houses, churches and architecture stand as an ode to the past and ring antique vibes. The Matara Fort and Star fort dating back to 1560, Dutch reformed church of 1706, St. Mary's church of 1762, Old Nupe market of 1769 and Buddhist structures – Parey Dewa and Matariya Bodhiya, a sacred fig tree - are all sites of historical importance, architectural prowess and nature's elegance! An ideal tourist destination, Matara promises cosy stays, beach shacks, trips to the lighthouse (Dondra head), homebound pleasures like popsicles, tender coconuts and street music. Read More",3.5/5,Ideal duration:1-3 days,Best Time:December - March
27. Minneriya National Park,"The Minneriya National Park is in the Northern province of Sri Lanka, four hours away from Colombo, and 30 minutes away from Sigiriya. The national park is famous for its herds of elephants migrating for food, water and shelter, and forming a 'gathering' that can be witnessed by the visitors. The dr...",,https://www.holidify.com/places/minneriya-national-park/,"The Minneriya National Park is in the Northern province of Sri Lanka, four hours away from Colombo, and 30 minutes away from Sigiriya. The national park is famous for its herds of elephants migrating for food, water and shelter, and forming a 'gathering' that can be witnessed by the visitors. The dry season is the best time to visit this place, as the majestic elephants migrate to the Minneriya Tank for water. Apart from elephants, the national park is also home to several mammals, birds, reptiles, and different kinds of plant species. Minneriya National Park comes under the dry zone, meaning, it receives less rainfall compared to the other areas in the country. The main attraction of this national park is the annual 'Gathering' of herds of elephants. During the dry season, these humongous creatures migrate from warmer to colder lands in search of water. This period is when visitors can book a safari and witness this grand event. Many species of birds and animals that are local to Sri Lanka are seen here. Remember to time your visit correctly, according to your desired attraction. You can book your stay at Sigiriya itself, so travelling to Minneriya gets easier. There are jeeps and guides available at the National Park, to help you roam around. Remember to wear comfortable clothes, and keep the National Park clean. The Minneriya National Park was first declared as a wildlife sanctuary in 1938. It was then designated as a National Park to conserve the flora and fauna that surrounded the Minneriya Tank. The Minneriya Tank is one of the most important historical elements of the national park. It was built by King Mahasena and derives water from the Amban River, and the Elahera Canal. Usually, during the dry season, animals migrate to Minneriya for water and food. Due to the various plant and animal species thriving in the national park, it has multiple habitats, ranging from wetlands to forests, to scrublands. Read More",4.1/5,Ideal duration:1-2 days,Best Time:December - March
28. Midigama,"Midigama is known to be the perfect Sri Lankan surfing turf. It is located at a distance of 140 kms from Colombo in the south coast region. Midigama is a small beach, so small in fact that you can cover both ends in just 10 minutes! The beach is a stretch of land. While one side consists of small sh...",,https://www.holidify.com/places/midigama/,"Midigama is known to be the perfect Sri Lankan surfing turf. It is located at a distance of 140 kms from Colombo in the south coast region. Midigama is a small beach, so small in fact that you can cover both ends in just 10 minutes! The beach is a stretch of land. While one side consists of small shacks and shops selling swimming, snorkelling, surfing and diving gear, and on the other side is the vast ocean, just a few feet away.  Clear tropical water, coconut palm lined beaches makes you want to stay here forever. It is known to be paradise for surfing, and rightly so! Read More",3.2/5,Ideal duration:1-2 days,Best Time:December - March
29. Ahangama,Ahangama is a very calm and peaceful beach town with majestic palm trees all around. There is no sound apart from the waves hitting the shore and swaying of the trees making it ideal for a relaxing vacation.,,https://www.holidify.com/places/ahangama/,"Ahangama is a very calm and peaceful beach town with majestic palm trees all around. There is no sound apart from the waves hitting the shore and swaying of the trees making it ideal for a relaxing vacation. A small town in Southern Province, Ahangama is a secret treasure in Sri Lanka. Known for its pristine beaches, sparkling waters and picturesque landscapes, this town is indeed one of the most beautiful ones in the country. Although it is not fully developed, it is easily accessible via Galle, a major city that lies only 20 minutes from Ahangama. This town, being at the epitome of serenity, is one of the ideal getaways in the country. Ahangama overlooks the aesthetic Weligama Bay, which is a happening place in the town. The famous tuk-tuk takes passengers from the main city to the Bay. Weligama is the central surfing spot, surfing being one of the main attractions of Ahangama. Apart from surfing, Wellingama offers beachside shops, restaurants, shacks and bars. The landscapes of Ahangama, along with its fame for surfing, make it what it is today. A pious hideout, Ahangama is heaven on earth. Read More",3.5/5,Ideal duration:1-2 days,Best Time:December - March
30. Nilaveli,"Nilaveli seaside town is 16 km from Trincomalee District in Eastern Sri Lanka. The town boasts of beautiful waters that are ideal for water sports, snorkelling and scuba diving. The Nilaveli beach road doubles as a boulevard lined up with palm trees called the Nilaveli Beach Road. The seas here are ...","images/30. Nilaveli/0.jpg, images/30. Nilaveli/1.jpg, images/30. Nilaveli/2.jpg, images/30. Nilaveli/3.jpg, images/30. Nilaveli/4.jpg",https://www.holidify.com/places/nilaveli/,"Nilaveli seaside town is 16 km from Trincomalee District in Eastern Sri Lanka. The town boasts of beautiful waters that are ideal for water sports, snorkelling and scuba diving. The Nilaveli beach road doubles as a boulevard lined up with palm trees called the Nilaveli Beach Road. The seas here are lukewarm as the sun shines to its fullest over Nilaveli. The shallow waters by the shore give a dose of adrenaline as you swim in them. There are hotels and resorts scattered across that are stunningly designed to provide you with the comforts of a luxury stay right across the bay! Pigeon Island and its national park are a famous attraction in Nilaveli. It is one of the two marine national parks of Sri Lanka and has a variety of gorgeous corals. Another sight of religious importance is the Velgam Vehera, a Buddhist temple (also known as Natanar Kovil by the Hindus) and the Sri Lakshmi Narayana Perumal Kovil. These temples are of archaeological importance and have sacred feasts associated with them. The blissful town of Nilaveli provides beautiful greenery, and the warm sea breeze never ceases to welcome people. Read More",3.5/5,Ideal duration:1 - 2 Days,Best Time:December - March
31. Kaudulla National Park,"It has been in existence for many years now, but it was given the recognition of a national park only in April 2002. The park spreads over 6656 hectares, and it is connected to the Somawathie Chaitiya Park and the Minneriya Wildlife Park. A reserve turned national park, Kaudulla sees herds of elepha...",,https://www.holidify.com/places/kaudulla-national-park/,"It has been in existence for many years now, but it was given the recognition of a national park only in April 2002. The park spreads over 6656 hectares, and it is connected to the Somawathie Chaitiya Park and the Minneriya Wildlife Park. A reserve turned national park, Kaudulla sees herds of elephants families usually around 350 of them. The trees of Kaudulla have fauna of all variants – endemic, endangered animals and birds too. Flora consists of tropical dry mixed evergreen forests, chena lands, grasslands and wetlands with many species of small shrubs. This ecosystem is a perfect marriage of fauna and flora. The park is not all barren land; there are pools of water where the elephants usually hold their gatherings in the summer. There are travel guides in the park to offer assistance of any kind and the locals animal experts to care for the animals. The birds that soar across the lands and perch on the trees are any photographer’s delight. Read More",3.2/5,Ideal duration:1 - 2 Days,Best Time:December - March
32. Haputale,"Haputale is a small town in Sri Lanka that is quaint and nestled away from the main cities and towns. Apart from escaping the city’s hustle, Haputale is where one can surround themselves with rolling hills covered in tea plantations, and indulge themselves in the tranquil and the sere...",,https://www.holidify.com/places/haputale/,"Haputale is a small town in Sri Lanka that is quaint and nestled away from the main cities and towns. Apart from escaping the city’s hustle, Haputale is where one can surround themselves with rolling hills covered in tea plantations, and indulge themselves in the tranquil and the serene ambience cloud-covered forests and mountains. The temperature of the city remains refreshing and fresh throughout the year because of its hilly elevation from the rest of the towns and cities in the country. The town encompasses so many tea gardens and estates that one can walk in those tea gardens for several days without crossing the same paths twice. Other than the tea estates the town is known for the tea factories, Lipton’s seat and the Adisham Monastery, the trek to the waterfall, and also the trek to the Horton Plains are some of the other activities that the visitors can entertain. The town is a perfect amalgamation and the combo of flora, fauna, forests, cloud, hills and tea gardens that create the ideal environment for rejuvenating. Read More",3.0/5,Ideal duration:1 - 2 Days,Best Time:December - March
33. Sinharaja Forest Reserve,"Sinharaja Forest Reserve is one of the very few virgin rainforests in the world, which is why it is one of the UNESCO World Heritage! The unique relation of flora and fauna in this forest makes it one of the hotspots in the world. The forest is only 13 km in the stretch and around 7 to 8 km from nor...",,https://www.holidify.com/places/sinharaja-forest-reserve/,"Sinharaja Forest Reserve is one of the very few virgin rainforests in the world, which is why it is one of the UNESCO World Heritage! The unique relation of flora and fauna in this forest makes it one of the hotspots in the world. The forest is only 13 km in the stretch and around 7 to 8 km from north to south. The entire forest has remained untouched till date due to its inaccessibility. The ecosystem of this forest has been an essential part of it being termed as also a Biosphere Reserve. The species of animals and plants that are unique to Sinharaja Forest Reserve and preservation of other endangered animals and plants has given it a position of priority. Despite being highly inaccessible, it is not to say that human life is also not seen here. Villagers even live in unity with the forest in areas bordering this zone. Due to the density of the forest, not many animals and birds are seen as it is in other forest reserves and national parks, but it is home to a large number of animals and birds of various kinds. A visit to this rainforest is a definite must if you ever come to Sri Lanka. The serenity of this forest, the peaceful environment amidst the beauty of nature together culminates into a once-in-a-lifetime experience. Read More",3.6/5,Ideal duration:1 - 2 Days,Best Time:December - March
34. Kataragama,"Kataragama, nestled in the lush landscapes of southeastern Sri Lanka, is a pilgrimage town. It is one of the few places in the world that holds religious significance for Buddhists, Hindus, and Muslims alike. The town's focal point is the Kataragama Temple, dedicated to the Hindu deity Ska...",images/34. Kataragama/0.jpg,https://www.holidify.com/places/kataragama/,"Kataragama, nestled in the lush landscapes of southeastern Sri Lanka, is a pilgrimage town. It is one of the few places in the world that holds religious significance for Buddhists, Hindus, and Muslims alike. The town's focal point is the Kataragama Temple , dedicated to the Hindu deity Skanda (or Murugan), who is revered as the god of war and victory. In addition to the Hindu shrine, the Kataragama Temple complex houses a Buddhist stupa, Kiri Vehera , which is believed to have been built by King Mahasena in the 3rd century BCE. This ancient stupa, surrounded by serene gardens, is a place of meditation and peace, attracting Buddhist devotees who come to pay their respects and seek blessings. Kataragama is situated along the banks of the Menik Ganga, a river believed to have purifying properties. Pilgrims often perform rituals and take ceremonial baths in its waters before proceeding to the temple. The surrounding jungle and Yala National Park are famous for nature walks and wildlife spotting, including elephants and leopards. With its ornate architecture and vibrant rituals, the Kataragama Temple draws pilgrims year-round, particularly during the annual Esala Perahera festival. This grand event, featuring traditional dances, fire-walking, and processions of elaborately decorated elephants, creates a captivating spectacle of devotion and celebration. Many devotees still stick to the practice of visiting Kataragama on foot. Read More",3.2/5,Ideal duration:1-2 Days,Best Time:December - March
35. Ratnapura,"Famous for its gemstone industry, Ratnapura is a populous city in southwestern Sri Lanka. It is also known for serving as the start point of a trail that leads to the sacred Adam's Peak. A flourishing centre for gem trade for local and foreign traders alike, Ratnapura is home to numerous gem mines a...",images/35. Ratnapura/0.jpg,https://www.holidify.com/places/ratnapura/,"Famous for its gemstone industry, Ratnapura is a populous city in southwestern Sri Lanka. It is also known for serving as the start point of a trail that leads to the sacred Adam's Peak. A flourishing centre for gem trade for local and foreign traders alike, Ratnapura is home to numerous gem mines and a fascinating Gem Museum. Some of the world's most recognized gemstones, such as the Star of India, Blue Belle of Asia and The Star of Adam, were discovered at Ratnapura. The city's attractions are not limited to precious stones—Buddhist temples of historical significance and picturesque waterfalls are aplenty here. Maha Saman Devalaya is a shrine dedicated to the worship of Saman, the deity of Adam's Peak. Initially constructed in the 13th century, it was destroyed by the Portuguese three centuries later; the Sinhalese ruler King Rajasinghe II then rebuilt the shrine. Waterfalls at Ratnapura and the adjoining areas include Katugas Ella Falls, Bopath Ella Falls, and the little-known Mapalana Ella Falls. The city houses a National Museum, with artefacts reflecting the local culture and weaponry. Fossils of elephants, deer and other animals are on exhibit as well. Read More",4.0/5,Ideal duration:1-2 days,Best Time:December - March
36. Koggala,"Koggala is a coastal town in the southern region of Sri Lanka. A relatively offbeat destination which is famous for its namesake Koggala Beach and Koggala Lake. Surfing is a favourite activity amongst visitors to Koggala Beach. The lake, a freshwater lagoon, is dotted with small but scenic islands. ...",,https://www.holidify.com/places/koggala/,"Koggala is a coastal town in the southern region of Sri Lanka. A relatively offbeat destination which is famous for its namesake Koggala Beach and Koggala Lake. Surfing is a favourite activity amongst visitors to Koggala Beach. The lake, a freshwater lagoon, is dotted with small but scenic islands. With names such as the Cinnamon Island and Spice Island, they are indeed as appealing as they sound. A tour of Koggala is incomplete without a visit to the Martin Wickramasinghe Folk Museum Complex, which has many instruments, puppets and costumes on display. There are many turtle hatcheries at Koggala which are home to species such as the leathery turtle and loggerhead turtle. Tea connoisseurs would be delighted by a visit to the Handunugoda Tea Estate, renowned for the Virgin White Tea, which is untouched by hand from the tea bush to the consumer. The Kathaluwa Purwarama Maha Viharaya is a Buddhist shrine that houses 200-year-old paintings, some of them depicting the Jataka tales. Amid the pristine beach and beautiful lake, a trip to Koggala is perfect for a peaceful and relaxing vacation. Read More",3.3/5,Ideal duration:1 - 2 Days,Best Time:December - March
37. Kitulgala,"Nestled among forested hills, Kitulgala is a small Sri Lankan town in the western region of the country. Best known for being the most popular location in Sri Lanka for white water rafting, a visit to Kitulgala is a terrific combination of nature and thrill. It is also one of the wettest places in S...",images/37. Kitulgala/0.jpg,https://www.holidify.com/places/kitulgala/,"Nestled among forested hills, Kitulgala is a small Sri Lankan town in the western region of the country. Best known for being the most popular location in Sri Lanka for white water rafting, a visit to Kitulgala is a terrific combination of nature and thrill. It is also one of the wettest places in Sri Lanka. The Kelani River which flows through the town served as a filming location for the Oscar-winning movie ‘The Bridge On the River Kwai’, released in 1957. Apart from being the base for white water rafting, Kitulgala has plenty of options for adventure sporting that sound too good to resist. These include jungle trekking, outdoor camping, mountain biking and waterfall abseiling. The natural attractions at Kitulgala are the most diverse, ranging from the Belilena Caves, where the 12,000-year-old remains of the prehistoric Balangoda Man (Homosapiens Balangodensis) were discovered, to the nearby picturesque Aberdeen Falls. Birdwatching is relatively common at Kitulgala, especially at the Makandawa Forest Reserve, owing to the myriad species of birds in the region. One can also see endemic bird species at Makandawa include the orange-billed babbler and chestnut-backed owlet and mammals such as the slender red loris. Whether you seek the adrenaline rush of adventure or solitude and tranquillity amid nature, Kitulgala is hands down the best of both worlds. Read More",3.1/5,Ideal duration:1 - 2 Days,Best Time:December - March
38. Kumana National Park,"Apart from that the 18,149 hectare of national park also encompasses of a 200-hectare natural lake swamp, visited by various species of migratory birds. The national park does not only secure the species of birds but also breeds and roosts them. Some of the regular birds that can easily be spotted a...",,https://www.holidify.com/places/kumana-national-park/,"Apart from that the 18,149 hectare of national park also encompasses of a 200-hectare natural lake swamp, visited by various species of migratory birds. The national park does not only secure the species of birds but also breeds and roosts them. Some of the regular birds that can easily be spotted are the Pelicans, Painted Storks, Spoonbills, White Ibis, Herons, Egrets and the little Cormorants. Apart from the magnificent birds, the Kumana National Park is also home to the different species of mammals, including Elephants, Leopards, and Bears. Not only is that but the national park also has a rich selection of flora. It has the mangroves, the Kumbuk trees and the Karan Fern. The visitors can opt for either bird watching or the jeep safari wherein the national park would send in professional experts along with jeeps that allow the visitors to go deep inside the national park and explore the beautiful flora and fauna. Read More",3.8/5,Ideal duration:1 - 2 Days,Best Time:December - March
39. Uppuveli,"Located in the suburbs of Sambalativu, Uppuveli captures the earthy beachside of Sri Lanka, and in this belt lies the Uppuveli beach, 6 km northwest of the city of Trincomalee. Uppuveli in Sri Lanka is iconic due to its golden sands that shimmer in the sunlight. The warm sun enthrones the blue ...","images/39. Uppuveli/0.jpg, images/39. Uppuveli/1.jpg",https://www.holidify.com/places/uppuveli/,"Located in the suburbs of Sambalativu, Uppuveli captures the earthy beachside of Sri Lanka, and in this belt lies the Uppuveli beach, 6 km northwest of the city of Trincomalee. Uppuveli in Sri Lanka is iconic due to its golden sands that shimmer in the sunlight. The warm sun enthrones the blue skies and sets a dewy glow upon the seas and the heaps of debris. Such is the scenic beauty of the Uppuveli beaches! The Koneshwaram temple or the Temple of the Thousand Pillars is a classical-medieval Hindu temple dedicated to Lord Shiva. Legend has it that this temple was built in 400 BC and it has devotees swarming in from different parts of the world. Fort Fredrick stands contrasting to the synagogue on the peninsula. The fortress which is now used by the Sri Lankan military was erected by the Portuguese and developed by the Dutch. On the same grounds, stands the Wellesley house, a real example of yesteryear architecture that once hosted the Duke of Wellington. Read More",3.3/5,Ideal duration:1 - 2 Days,Best Time:December - March
40. Tissamaharama,"Tissamaharama is a town in the southern province of Sri Lanka, located 270 km from Colombo. The city is an interface for tourist expeditions as it is the starting point for visits to Yala National Park and Kataragama.The town holds artefacts from the past and has historical icons which include three...","images/40. Tissamaharama/0.jpg, images/40. Tissamaharama/1.jpg, images/40. Tissamaharama/2.jpg, images/40. Tissamaharama/3.jpg, images/40. Tissamaharama/4.jpg",https://www.holidify.com/places/tissamaharama/,"Tissamaharama is a town in the southern province of Sri Lanka, located 270 km from Colombo. The city is an interface for tourist expeditions as it is the starting point for visits to Yala National Park and Kataragama. The town holds artefacts from the past and has historical icons which include three ancient stupas, old reservoirs and five major lakes including the Tissa Wewa. Paddy fields bound the northern part of the city. Car drives along the beautiful lake and countryside of Tissamaharama are spectacular. The sightseeing places in the historic town are aplenty including the Tissawewa and the Sithulpawwa rock temple, Tissa Dagoba, Yatala Wehera, Debarawewa clock tower and the Bundala birds paradise. Five major lakes in the locale of Tissamaharama are the Tissa Wewa; Yoda Wewa; Weerawila Wewa; Pannegamuwa Wewa; and Debarawewa Wewa. Thus 'Tissa' as the locals call it is a perfect marriage of nature and antiquity! Tissa falls under the classification of the 16 holy islands of Sri Lanka as it played a significant role in uplifting and enthroning Buddhism in the heart of its people. Read More",3.5/5,Ideal duration:1-2 days,Best Time:December - March
41. Kirinda,"The Kirinda village is yet another developing tourist spot within Sri Lanka. A small coastal town, Kirinda is in the southern province of Sri Lanka. The southern region is first level administrative division in the country, inhabited by around 2.5 million people; it is the 3rd largest province in th...",images/41. Kirinda/0.jpg,https://www.holidify.com/places/kirinda/,"The Kirinda village is yet another developing tourist spot within Sri Lanka. A small coastal town, Kirinda is in the southern province of Sri Lanka. The southern region is first level administrative division in the country, inhabited by around 2.5 million people; it is the 3rd largest province in the country. This southern region of Sri Lanka has a large number of wildlife sanctuaries, beaches, ancient temples. The major cities and towns in this province are the holy city of Kataragama, Ussangoda with their majestic view of the beaches and the cities of ancient lineages like Kirinda and Tissamaharama. A coastal village, Kirinda is known for its sandy streets and empty beaches. The city is also associated with an ancient history and a romantic story of King Kavantissa and a princess who was rescued by the king. This story of romance has attracted many pilgrims to this unknown island, which is approximately 10 kms away from the town of Tissamaharama, the initial capital of the Sinhalese kingdom. The rocky outcrop of the coastal village allows the visitors to obtain a magnificent view on this isolated coast with its vast stretch of sandy shores and the enigmatic and beautiful sea at their disposal. This ancient and developing village thus garners all the attention and love from the visitors! Read More",3.9/5,Ideal duration:1-2 days,Best Time:December - March
42. Kalpitiya,"Kalpitiya is a town surrounded by natural spaces and beaches. Kalpitiya covers a total area of 16.73 km²; the city has 14 islands with the main ones being Battalangunduwa, Palliyawatta, Uchchamunai, Periya Arichchalai, and Kakativu etc. Kalpitiya is one of the upcoming tourist destinations wit...","images/42. Kalpitiya/0.jpg, images/42. Kalpitiya/1.jpg, images/42. Kalpitiya/2.jpg, images/42. Kalpitiya/3.jpg, images/42. Kalpitiya/4.jpg",https://www.holidify.com/places/kalpitiya/,"Kalpitiya is a town surrounded by natural spaces and beaches. Kalpitiya covers a total area of 16.73 km²; the city has 14 islands with the main ones being Battalangunduwa, Palliyawatta, Uchchamunai, Periya Arichchalai, and Kakativu etc. Kalpitiya is one of the upcoming tourist destinations within Sri Lanka, providing activities such as kite surfing, surfing, and whale watching etc. The town is home to fishermen living within the natural habitat of the sea. The name of the city also has a long history of etymology as it is derived from the Tamil word ‘Kal’ and ‘Pattu’ meaning stone and elevation. The town was previously known as Arasadi, and during the colonial era, it was popularly known as Calpentyn. Kalpitiya is, therefore, the destination of dreams for those who enjoy long walks, beaches, beautiful sunset views and finally the adventure activities! Read More",3.7/5,Ideal duration:1 - 2 Days,Best Time:December - March
